idx,name,caption,method,crop_w,crop_h,box_px,feed,parsed,iou,gate,sr_ms,vlm_ms,raw
326,0000242_00843_d_0000004,The black car drives in the left lane.,native,400,400,220.8,1024,1,0.0,0,0.0,284.6,22 0 72 15
326,0000242_00843_d_0000004,The black car drives in the left lane.,bicubic,400,400,220.8,1024,1,0.0,0,0.0,612.6,24 0 72 16
326,0000242_00843_d_0000004,The black car drives in the left lane.,lanczos,400,400,220.8,1024,1,0.0,0,0.0,621.7,24 0 72 16
326,0000242_00843_d_0000004,The black car drives in the left lane.,swin2sr,400,400,220.8,1024,1,0.0,0,1320.9,610.9,23 0 71 16
327,0000276_05201_d_0000533,The white car is ahead of the other vehicles.,native,400,400,22.9,1024,1,0.6667,1,0.0,302.2,48 32 53 36
327,0000276_05201_d_0000533,The white car is ahead of the other vehicles.,bicubic,400,400,22.9,1024,1,1.0,1,0.0,634.8,48 31 53 36
327,0000276_05201_d_0000533,The white car is ahead of the other vehicles.,lanczos,400,400,22.9,1024,1,0.6667,1,0.0,630.6,48 31 52 35
327,0000276_05201_d_0000533,The white car is ahead of the other vehicles.,swin2sr,400,400,22.9,1024,1,0.6667,1,1335.5,621.7,48 31 53 35
328,0000359_03529_d_0000712,The motorcycles waiting at the crosswalk.,native,400,400,76.5,1024,1,0.7143,1,0.0,308.9,44 40 58 67
328,0000359_03529_d_0000712,The motorcycles waiting at the crosswalk.,bicubic,400,400,76.5,1024,1,0.5,1,0.0,633.1,44 39 57 60
328,0000359_03529_d_0000712,The motorcycles waiting at the crosswalk.,lanczos,400,400,76.5,1024,1,0.5385,1,0.0,631.0,44 40 57 60
328,0000359_03529_d_0000712,The motorcycles waiting at the crosswalk.,swin2sr,400,400,76.5,1024,1,0.7143,1,1316.9,629.0,44 38 58 66
329,0000335_03137_d_0000059,The yellow vehicles in the image.,native,400,400,68.0,1024,1,1.0,1,0.0,300.8,40 44 57 56
329,0000335_03137_d_0000059,The yellow vehicles in the image.,bicubic,400,400,68.0,1024,1,1.0,1,0.0,626.5,40 44 57 56
329,0000335_03137_d_0000059,The yellow vehicles in the image.,lanczos,400,400,68.0,1024,1,1.0,1,0.0,630.6,40 44 57 56
329,0000335_03137_d_0000059,The yellow vehicles in the image.,swin2sr,400,400,68.0,1024,1,1.0,1,1323.2,626.2,40 44 57 56
330,0000199_01269_d_0000166,The black van is located near the bottom of the image.,native,400,400,57.6,1024,1,0.7317,1,0.0,324.7,43 91 55 100
330,0000199_01269_d_0000166,The black van is located near the bottom of the image.,bicubic,400,400,57.6,1024,1,0.7317,1,0.0,647.0,43 91 56 100
330,0000199_01269_d_0000166,The black van is located near the bottom of the image.,lanczos,400,400,57.6,1024,1,0.7317,1,0.0,653.0,43 91 56 100
330,0000199_01269_d_0000166,The black van is located near the bottom of the image.,swin2sr,400,400,57.6,1024,1,0.7317,1,1321.4,653.8,43 91 56 100
331,0000069_01109_d_0000004,The green-clad pedestrians are near the tents and booths.,native,400,400,53.6,1024,1,0.7778,1,0.0,302.9,47 29 53 45
331,0000069_01109_d_0000004,The green-clad pedestrians are near the tents and booths.,bicubic,400,400,53.6,1024,1,0.4375,1,0.0,629.6,47 29 54 44
331,0000069_01109_d_0000004,The green-clad pedestrians are near the tents and booths.,lanczos,400,400,53.6,1024,1,0.4375,1,0.0,631.7,47 29 54 44
331,0000069_01109_d_0000004,The green-clad pedestrians are near the tents and booths.,swin2sr,400,400,53.6,1024,1,0.4375,1,1324.0,629.7,47 29 55 44
332,0000289_03201_d_0000827,The white pedestrians walking on the sidewalks.,native,400,400,38.3,1024,1,0.0,0,0.0,302.8,72 44 75 49
332,0000289_03201_d_0000827,The white pedestrians walking on the sidewalks.,bicubic,400,400,38.3,1024,1,0.0,0,0.0,595.0,70 4 72 7
332,0000289_03201_d_0000827,The white pedestrians walking on the sidewalks.,lanczos,400,400,38.3,1024,1,0.0,0,0.0,629.8,72 46 75 50
332,0000289_03201_d_0000827,The white pedestrians walking on the sidewalks.,swin2sr,400,400,38.3,1024,1,0.0,0,1351.6,644.6,10 93 18 100
333,0000312_01001_d_0000419,The white cars park near the sculpture.,native,400,400,95.2,1024,1,0.7636,1,0.0,304.3,37 44 59 58
333,0000312_01001_d_0000419,The white cars park near the sculpture.,bicubic,400,400,95.2,1024,1,0.7636,1,0.0,627.8,37 44 60 58
333,0000312_01001_d_0000419,The white cars park near the sculpture.,lanczos,400,400,95.2,1024,1,0.7636,1,0.0,626.7,37 44 60 58
333,0000312_01001_d_0000419,The white cars park near the sculpture.,swin2sr,400,400,95.2,1024,1,0.7636,1,1316.2,630.2,37 44 60 58
334,0000335_06469_d_0000076,The red van  are waiting at the intersection.,native,400,400,149.6,1024,1,0.9091,1,0.0,301.1,32 39 67 61
334,0000335_06469_d_0000076,The red van  are waiting at the intersection.,bicubic,400,400,149.6,1024,1,1.0,1,0.0,626.1,32 39 68 61
334,0000335_06469_d_0000076,The red van  are waiting at the intersection.,lanczos,400,400,149.6,1024,1,1.0,1,0.0,628.3,32 38 68 61
334,0000335_06469_d_0000076,The red van  are waiting at the intersection.,swin2sr,400,400,149.6,1024,1,1.0,1,1318.8,635.7,32 38 68 61
335,0000103_02544_d_0000029,The green bicycles are parked near the steps and in the background.,native,400,400,76.5,1024,1,0.75,1,0.0,305.7,43 13 54 32
335,0000103_02544_d_0000029,The green bicycles are parked near the steps and in the background.,bicubic,400,400,76.5,1024,1,0.9091,1,0.0,634.3,44 12 56 32
335,0000103_02544_d_0000029,The green bicycles are parked near the steps and in the background.,lanczos,400,400,76.5,1024,1,0.9091,1,0.0,632.8,44 12 56 32
335,0000103_02544_d_0000029,The green bicycles are parked near the steps and in the background.,swin2sr,400,400,76.5,1024,1,0.75,1,1336.0,624.7,43 13 56 32
336,0000335_02549_d_0000056,The pedestrians crossing at intersections.,native,400,400,38.3,1024,1,0.4167,1,0.0,303.9,49 46 54 56
336,0000335_02549_d_0000056,The pedestrians crossing at intersections.,bicubic,400,400,38.3,1024,1,0.5,1,0.0,639.9,49 46 54 54
336,0000335_02549_d_0000056,The pedestrians crossing at intersections.,lanczos,400,400,38.3,1024,1,0.5,1,0.0,628.3,49 46 54 54
336,0000335_02549_d_0000056,The pedestrians crossing at intersections.,swin2sr,400,400,38.3,1024,1,0.5,1,1326.9,631.1,49 46 54 54
337,0000155_01201_d_0000001,The green cars travel along the road.,native,400,400,27.0,1024,1,0.0,0,0.0,298.9,78 50 83 55
337,0000155_01201_d_0000001,The green cars travel along the road.,bicubic,400,400,27.0,1024,1,0.8,1,0.0,628.2,47 48 53 54
337,0000155_01201_d_0000001,The green cars travel along the road.,lanczos,400,400,27.0,1024,1,1.0,1,0.0,634.3,47 47 53 53
337,0000155_01201_d_0000001,The green cars travel along the road.,swin2sr,400,400,27.0,1024,1,0.8,1,1315.7,637.7,47 48 53 53
338,0000163_00359_d_0000001,The black tricycle moves down the center of the road.,native,400,400,81.0,1024,1,0.0,0,0.0,303.6,93 20 96 25
338,0000163_00359_d_0000001,The black tricycle moves down the center of the road.,bicubic,400,400,81.0,1024,1,0.0,0,0.0,629.1,93 20 95 24
338,0000163_00359_d_0000001,The black tricycle moves down the center of the road.,lanczos,400,400,81.0,1024,1,0.0,0,0.0,629.7,93 20 95 24
338,0000163_00359_d_0000001,The black tricycle moves down the center of the road.,swin2sr,400,400,81.0,1024,1,0.0,0,1326.4,634.5,50 52 55 56
339,0000271_00401_d_0000376,The red trucks in the image.,native,400,400,81.6,1024,1,0.9,1,0.0,303.0,63 35 83 53
339,0000271_00401_d_0000376,The red trucks in the image.,bicubic,400,400,81.6,1024,1,0.9,1,0.0,626.3,63 35 83 53
339,0000271_00401_d_0000376,The red trucks in the image.,lanczos,400,400,81.6,1024,1,0.9,1,0.0,630.9,63 35 83 53
339,0000271_00401_d_0000376,The red trucks in the image.,swin2sr,400,400,81.6,1024,1,1.0,1,1323.2,631.2,63 35 83 52
340,0000289_07201_d_0000847,The blue vehicles are scattered around the area.,native,400,400,68.8,1024,1,1.0,1,0.0,305.6,55 41 65 59
340,0000289_07201_d_0000847,The blue vehicles are scattered around the area.,bicubic,400,400,68.8,1024,1,1.0,1,0.0,630.5,55 41 65 59
340,0000289_07201_d_0000847,The blue vehicles are scattered around the area.,lanczos,400,400,68.8,1024,1,1.0,1,0.0,630.8,55 41 65 59
340,0000289_07201_d_0000847,The blue vehicles are scattered around the area.,swin2sr,400,400,68.8,1024,1,1.0,1,1321.3,631.4,55 41 65 59
341,0000001_03999_d_0000007,The red cars in the image.,native,400,400,118.8,1024,1,1.0,1,0.0,301.9,42 35 59 65
341,0000001_03999_d_0000007,The red cars in the image.,bicubic,400,400,118.8,1024,1,1.0,1,0.0,634.5,42 35 59 65
341,0000001_03999_d_0000007,The red cars in the image.,lanczos,400,400,118.8,1024,1,1.0,1,0.0,633.8,42 35 59 65
341,0000001_03999_d_0000007,The red cars in the image.,swin2sr,400,400,118.8,1024,1,1.0,1,1330.3,622.9,42 35 59 65
342,0000277_04601_d_0000561,The white cars at the intersection.,native,400,400,81.6,1024,1,0.8333,1,0.0,300.2,42 44 61 54
342,0000277_04601_d_0000561,The white cars at the intersection.,bicubic,400,400,81.6,1024,1,1.0,1,0.0,622.2,41 44 61 54
342,0000277_04601_d_0000561,The white cars at the intersection.,lanczos,400,400,81.6,1024,1,1.0,1,0.0,642.5,41 44 61 54
342,0000277_04601_d_0000561,The white cars at the intersection.,swin2sr,400,400,81.6,1024,1,1.0,1,1340.9,634.2,41 44 61 54
343,0000330_00801_d_0000804,The red cars park near the buildings on the right side of the image.,native,400,400,54.4,1024,1,0.8333,1,0.0,305.6,43 46 58 57
343,0000330_00801_d_0000804,The red cars park near the buildings on the right side of the image.,bicubic,400,400,54.4,1024,1,0.8333,1,0.0,627.7,44 46 57 56
343,0000330_00801_d_0000804,The red cars park near the buildings on the right side of the image.,lanczos,400,400,54.4,1024,1,0.8333,1,0.0,639.5,44 46 57 56
343,0000330_00801_d_0000804,The red cars park near the buildings on the right side of the image.,swin2sr,400,400,54.4,1024,1,0.8333,1,1309.6,632.7,44 46 57 56
344,0000081_00000_d_0000001,The blue-clad pedestrians are also present on the courts.,native,400,400,37.8,1024,1,0.0,0,0.0,304.6,24 45 27 61
344,0000081_00000_d_0000001,The blue-clad pedestrians are also present on the courts.,bicubic,400,400,37.8,1024,1,0.0,0,0.0,627.2,45 31 47 36
344,0000081_00000_d_0000001,The blue-clad pedestrians are also present on the courts.,lanczos,400,400,37.8,1024,1,0.2381,0,0.0,629.9,46 48 49 56
344,0000081_00000_d_0000001,The blue-clad pedestrians are also present on the courts.,swin2sr,400,400,37.8,1024,1,0.0,0,1304.7,626.9,36 29 38 35
345,0000103_02964_d_0000030,The person standing next to a bicycle.,native,400,400,237.2,1024,1,1.0,1,0.0,302.7,39 21 60 80
345,0000103_02964_d_0000030,The person standing next to a bicycle.,bicubic,400,400,237.2,1024,1,0.9688,1,0.0,625.7,39 21 60 81
345,0000103_02964_d_0000030,The person standing next to a bicycle.,lanczos,400,400,237.2,1024,1,1.0,1,0.0,625.8,40 21 60 80
345,0000103_02964_d_0000030,The person standing next to a bicycle.,swin2sr,400,400,237.2,1024,1,1.0,1,1311.1,615.7,39 21 60 80
346,0000364_00589_d_0000798,The white trucks are parked near the bottom right corner and moving along the road.,native,400,400,163.2,1024,1,0.8889,1,0.0,300.1,31 69 71 92
346,0000364_00589_d_0000798,The white trucks are parked near the bottom right corner and moving along the road.,bicubic,400,400,163.2,1024,1,0.9444,1,0.0,621.5,29 67 71 91
346,0000364_00589_d_0000798,The white trucks are parked near the bottom right corner and moving along the road.,lanczos,400,400,163.2,1024,1,0.9444,1,0.0,624.1,29 67 71 91
346,0000364_00589_d_0000798,The white trucks are parked near the bottom right corner and moving along the road.,swin2sr,400,400,163.2,1024,1,0.9444,1,1307.4,627.0,29 67 71 91
347,0000277_02201_d_0000550,The blue cars in the image.,native,400,400,81.6,1024,1,0.625,1,0.0,297.3,42 44 62 55
347,0000277_02201_d_0000550,The blue cars in the image.,bicubic,400,400,81.6,1024,1,1.0,1,0.0,623.5,41 44 61 56
347,0000277_02201_d_0000550,The blue cars in the image.,lanczos,400,400,81.6,1024,1,1.0,1,0.0,624.0,40 44 61 56
347,0000277_02201_d_0000550,The blue cars in the image.,swin2sr,400,400,81.6,1024,1,1.0,1,1317.5,613.8,41 43 61 56
348,0000244_05900_d_0000013,The black cars on the right side of the road.,native,400,400,38.4,1024,1,0.0,0,0.0,300.0,15 55 17 58
348,0000244_05900_d_0000013,The black cars on the right side of the road.,bicubic,400,400,38.4,1024,1,0.0,0,0.0,639.6,15 66 16 70
348,0000244_05900_d_0000013,The black cars on the right side of the road.,lanczos,400,400,38.4,1024,1,0.0,0,0.0,624.3,15 66 16 70
348,0000244_05900_d_0000013,The black cars on the right side of the road.,swin2sr,400,400,38.4,1024,1,0.0,0,1303.6,629.0,14 66 16 69
349,0000242_06452_d_0000018,The white truck travels on the left side of the street.,native,400,400,38.4,1024,1,0.8571,1,0.0,301.1,46 37 55 45
349,0000242_06452_d_0000018,The white truck travels on the left side of the street.,bicubic,400,400,38.4,1024,1,1.0,1,0.0,624.3,46 37 55 46
349,0000242_06452_d_0000018,The white truck travels on the left side of the street.,lanczos,400,400,38.4,1024,1,1.0,1,0.0,624.2,45 37 55 46
349,0000242_06452_d_0000018,The white truck travels on the left side of the street.,swin2sr,400,400,38.4,1024,1,1.0,1,1302.8,628.5,45 37 55 46
350,0000276_05801_d_0000536,The black truck is positioned towards the upper right corner.,native,400,400,38.3,1024,1,0.0,0,0.0,303.7,65 26 68 32
350,0000276_05801_d_0000536,The black truck is positioned towards the upper right corner.,bicubic,400,400,38.3,1024,1,0.0,0,0.0,624.6,66 29 70 36
350,0000276_05801_d_0000536,The black truck is positioned towards the upper right corner.,lanczos,400,400,38.3,1024,1,0.0,0,0.0,625.0,66 30 69 36
350,0000276_05801_d_0000536,The black truck is positioned towards the upper right corner.,swin2sr,400,400,38.3,1024,1,0.0,0,1306.6,625.1,66 24 75 38
351,0000276_06001_d_0000537,The green truck moves near the edge of the image.,native,400,400,91.8,1024,1,0.8,1,0.0,322.2,88 38 100 61
351,0000276_06001_d_0000537,The green truck moves near the edge of the image.,bicubic,400,400,91.8,1024,1,0.75,1,0.0,647.4,86 37 100 61
351,0000276_06001_d_0000537,The green truck moves near the edge of the image.,lanczos,400,400,91.8,1024,1,0.75,1,0.0,647.8,86 37 100 61
351,0000276_06001_d_0000537,The green truck moves near the edge of the image.,swin2sr,400,400,91.8,1024,1,0.75,1,1306.8,649.4,86 37 100 61
352,0000293_03601_d_0000940,The black cars are in the middle lanes of traffic.,native,400,400,91.8,1024,1,0.9231,1,0.0,300.2,40 39 57 64
352,0000293_03601_d_0000940,The black cars are in the middle lanes of traffic.,bicubic,400,400,91.8,1024,1,0.0,0,0.0,619.6,38 14 50 29
352,0000293_03601_d_0000940,The black cars are in the middle lanes of traffic.,lanczos,400,400,91.8,1024,1,0.9231,1,0.0,618.3,41 39 58 63
352,0000293_03601_d_0000940,The black cars are in the middle lanes of traffic.,swin2sr,400,400,91.8,1024,1,0.0,0,1318.2,617.3,38 14 50 29
353,0000289_04401_d_0000833,The silver cars are navigating the intersection.,native,400,400,107.1,1024,1,1.0,1,0.0,309.2,41 37 59 63
353,0000289_04401_d_0000833,The silver cars are navigating the intersection.,bicubic,400,400,107.1,1024,1,0.9286,1,0.0,648.1,40 37 59 62
353,0000289_04401_d_0000833,The silver cars are navigating the intersection.,lanczos,400,400,107.1,1024,1,0.9286,1,0.0,665.3,40 37 59 62
353,0000289_04401_d_0000833,The silver cars are navigating the intersection.,swin2sr,400,400,107.1,1024,1,0.9286,1,1359.4,643.5,40 37 59 62
354,0000289_03401_d_0000828,The pedestrians on the sidewalks.,native,400,400,53.6,1024,1,1.0,1,0.0,309.1,47 70 53 82
354,0000289_03401_d_0000828,The pedestrians on the sidewalks.,bicubic,400,400,53.6,1024,1,1.0,1,0.0,661.4,47 69 53 82
354,0000289_03401_d_0000828,The pedestrians on the sidewalks.,lanczos,400,400,53.6,1024,1,1.0,1,0.0,653.9,47 69 53 82
354,0000289_03401_d_0000828,The pedestrians on the sidewalks.,swin2sr,400,400,53.6,1024,1,0.8571,1,1307.8,618.4,48 69 53 81
355,0000155_00001_d_0000001,The white vans parked along the sidewalk.,native,400,400,38.4,1024,1,0.0,0,0.0,297.5,18 43 23 51
355,0000155_00001_d_0000001,The white vans parked along the sidewalk.,bicubic,400,400,38.4,1024,1,0.8,1,0.0,622.9,44 45 54 53
355,0000155_00001_d_0000001,The white vans parked along the sidewalk.,lanczos,400,400,38.4,1024,1,0.0,0,0.0,624.3,17 44 23 51
355,0000155_00001_d_0000001,The white vans parked along the sidewalk.,swin2sr,400,400,38.4,1024,1,0.0,0,1309.1,628.7,17 17 19 19
356,0000356_04705_d_0000653,The black cars in the intersection.,native,400,400,40.8,1024,1,0.0,0,0.0,298.0,61 37 70 47
356,0000356_04705_d_0000653,The black cars in the intersection.,bicubic,400,400,40.8,1024,1,0.8333,1,0.0,626.6,44 45 54 56
356,0000356_04705_d_0000653,The black cars in the intersection.,lanczos,400,400,40.8,1024,1,0.0,0,0.0,624.7,60 37 70 47
356,0000356_04705_d_0000653,The black cars in the intersection.,swin2sr,400,400,40.8,1024,1,0.0,0,1327.0,628.6,60 37 71 49
357,0000215_01395_d_0000259,The red van park on the right side of the road.,native,400,400,68.0,1024,1,1.0,1,0.0,301.9,43 44 57 57
357,0000215_01395_d_0000259,The red van park on the right side of the road.,bicubic,400,400,68.0,1024,1,1.0,1,0.0,637.4,43 44 58 57
357,0000215_01395_d_0000259,The red van park on the right side of the road.,lanczos,400,400,68.0,1024,1,1.0,1,0.0,629.4,43 44 58 57
357,0000215_01395_d_0000259,The red van park on the right side of the road.,swin2sr,400,400,68.0,1024,1,1.0,1,1399.4,635.8,43 44 58 57
358,0000360_03333_d_0000730,The pedestrians crossing the street.,native,400,400,53.6,1024,1,0.0,0,0.0,305.5,97 12 99 19
358,0000360_03333_d_0000730,The pedestrians crossing the street.,bicubic,400,400,53.6,1024,1,1.0,1,0.0,629.9,48 44 54 56
358,0000360_03333_d_0000730,The pedestrians crossing the street.,lanczos,400,400,53.6,1024,1,1.0,1,0.0,625.5,48 44 54 56
358,0000360_03333_d_0000730,The pedestrians crossing the street.,swin2sr,400,400,53.6,1024,1,0.0,0,1290.6,651.1,97 11 100 17
359,0000244_03500_d_0000008,The red tricycles and cars.,native,400,400,38.4,1024,1,0.1538,0,0.0,314.2,29 67 34 74
359,0000244_03500_d_0000008,The red tricycles and cars.,bicubic,400,400,38.4,1024,1,0.0612,0,0.0,629.7,25 71 33 82
359,0000244_03500_d_0000008,The red tricycles and cars.,lanczos,400,400,38.4,1024,1,0.0769,0,0.0,637.6,25 70 33 82
359,0000244_03500_d_0000008,The red tricycles and cars.,swin2sr,400,400,38.4,1024,1,0.0833,0,1319.4,640.5,25 70 33 81
360,0000335_00981_d_0000048,The white cars travel on the right side of the road.,native,400,400,54.4,1024,1,0.6774,1,0.0,301.7,45 44 56 58
360,0000335_00981_d_0000048,The white cars travel on the right side of the road.,bicubic,400,400,54.4,1024,1,1.0,1,0.0,628.1,44 44 56 57
360,0000335_00981_d_0000048,The white cars travel on the right side of the road.,lanczos,400,400,54.4,1024,1,1.0,1,0.0,625.0,44 44 56 57
360,0000335_00981_d_0000048,The white cars travel on the right side of the road.,swin2sr,400,400,54.4,1024,1,1.0,1,1324.8,624.9,44 44 56 57
361,0000289_07201_d_0000847,The white cars park near the building with a red roof.,native,400,400,68.0,1024,1,0.4737,1,0.0,305.2,49 46 57 58
361,0000289_07201_d_0000847,The white cars park near the building with a red roof.,bicubic,400,400,68.0,1024,1,0.4737,1,0.0,658.1,48 46 57 58
361,0000289_07201_d_0000847,The white cars park near the building with a red roof.,lanczos,400,400,68.0,1024,1,0.4737,1,0.0,656.4,48 46 57 58
361,0000289_07201_d_0000847,The white cars park near the building with a red roof.,swin2sr,400,400,68.0,1024,1,0.4737,1,1333.8,624.9,48 46 57 58
362,0000346_07057_d_0000382,The red cars in the image.,native,400,400,40.8,1024,1,0.5455,1,0.0,296.9,43 35 52 43
362,0000346_07057_d_0000382,The red cars in the image.,bicubic,400,400,40.8,1024,1,0.6667,1,0.0,621.6,43 36 51 43
362,0000346_07057_d_0000382,The red cars in the image.,lanczos,400,400,40.8,1024,1,0.6667,1,0.0,624.8,43 36 52 43
362,0000346_07057_d_0000382,The red cars in the image.,swin2sr,400,400,40.8,1024,1,1.0,1,1308.8,625.3,42 36 52 43
363,0000249_00603_d_0000003,The white van parked on the sidewalk.,native,400,400,76.8,1024,1,0.0,0,0.0,298.2,24 74 28 83
363,0000249_00603_d_0000003,The white van parked on the sidewalk.,bicubic,400,400,76.8,1024,1,0.0,0,0.0,628.8,83 44 89 50
363,0000249_00603_d_0000003,The white van parked on the sidewalk.,lanczos,400,400,76.8,1024,1,0.0,0,0.0,630.6,24 73 29 83
363,0000249_00603_d_0000003,The white van parked on the sidewalk.,swin2sr,400,400,76.8,1024,1,0.0,0,1371.8,663.2,82 43 88 49
364,0000315_01601_d_0000509,The white cars driving on the road.,native,400,400,99.5,1024,1,1.0,1,0.0,307.1,44 67 57 93
364,0000315_01601_d_0000509,The white cars driving on the road.,bicubic,400,400,99.5,1024,1,1.0,1,0.0,658.7,43 67 58 93
364,0000315_01601_d_0000509,The white cars driving on the road.,lanczos,400,400,99.5,1024,1,1.0,1,0.0,656.1,43 67 58 93
364,0000315_01601_d_0000509,The white cars driving on the road.,swin2sr,400,400,99.5,1024,1,1.0,1,1420.6,619.3,43 67 58 93
365,0000271_06401_d_0000404,The red cars park along the street.,native,400,400,99.5,1024,1,1.0,1,0.0,321.0,42 76 58 100
365,0000271_06401_d_0000404,The red cars park along the street.,bicubic,400,400,99.5,1024,1,1.0,1,0.0,658.1,42 76 58 100
365,0000271_06401_d_0000404,The red cars park along the street.,lanczos,400,400,99.5,1024,1,1.0,1,0.0,682.3,42 76 58 100
365,0000271_06401_d_0000404,The red cars park along the street.,swin2sr,400,400,99.5,1024,1,1.0,1,1308.6,652.5,42 76 58 100
366,0000280_01401_d_0000619,The yellow cars travel on the road.,native,400,400,27.2,1024,1,0.5,1,0.0,302.0,49 40 54 45
366,0000280_01401_d_0000619,The yellow cars travel on the road.,bicubic,400,400,27.2,1024,1,1.0,1,0.0,626.7,48 40 54 46
366,0000280_01401_d_0000619,The yellow cars travel on the road.,lanczos,400,400,27.2,1024,1,1.0,1,0.0,624.6,48 40 54 46
366,0000280_01401_d_0000619,The yellow cars travel on the road.,swin2sr,400,400,27.2,1024,1,1.0,1,1306.6,635.5,48 40 54 46
367,0000359_01177_d_0000705,The red cars are parked along the sides of the road.,native,400,400,81.6,1024,1,0.7792,1,0.0,300.3,38 41 59 61
367,0000359_01177_d_0000705,The red cars are parked along the sides of the road.,bicubic,400,400,81.6,1024,1,0.7792,1,0.0,626.8,38 41 59 61
367,0000359_01177_d_0000705,The red cars are parked along the sides of the road.,lanczos,400,400,81.6,1024,1,0.6579,1,0.0,623.6,38 41 58 61
367,0000359_01177_d_0000705,The red cars are parked along the sides of the road.,swin2sr,400,400,81.6,1024,1,0.8571,1,1329.3,620.7,38 41 59 60
368,0000277_03601_d_0000556,The blue cars in the image.,native,400,400,81.6,1024,1,0.9091,1,0.0,302.1,40 40 60 61
368,0000277_03601_d_0000556,The blue cars in the image.,bicubic,400,400,81.6,1024,1,1.0,1,0.0,627.2,40 40 61 60
368,0000277_03601_d_0000556,The blue cars in the image.,lanczos,400,400,81.6,1024,1,1.0,1,0.0,626.6,40 40 61 60
368,0000277_03601_d_0000556,The blue cars in the image.,swin2sr,400,400,81.6,1024,1,1.0,1,1315.8,629.5,41 40 61 60
369,0000277_02401_d_0000551,The blue cars in the intersection area.,native,400,400,68.0,1024,1,0.8333,1,0.0,304.9,41 44 59 55
369,0000277_02401_d_0000551,The blue cars in the intersection area.,bicubic,400,400,68.0,1024,1,0.8333,1,0.0,629.3,41 45 59 56
369,0000277_02401_d_0000551,The blue cars in the intersection area.,lanczos,400,400,68.0,1024,1,0.7143,1,0.0,627.9,41 44 59 56
369,0000277_02401_d_0000551,The blue cars in the intersection area.,swin2sr,400,400,68.0,1024,1,0.7143,1,1310.9,633.8,41 44 59 56
370,0000215_00447_d_0000257,The red cars park on the left side of the road.,native,400,400,81.6,1024,1,0.7826,1,0.0,304.2,41 43 62 59
370,0000215_00447_d_0000257,The red cars park on the left side of the road.,bicubic,400,400,81.6,1024,1,0.7826,1,0.0,634.5,41 42 62 60
370,0000215_00447_d_0000257,The red cars park on the left side of the road.,lanczos,400,400,81.6,1024,1,0.7826,1,0.0,659.5,41 42 62 60
370,0000215_00447_d_0000257,The red cars park on the left side of the road.,swin2sr,400,400,81.6,1024,1,0.7826,1,1415.1,649.6,41 42 62 60
371,0000327_00801_d_0000715,The red cars driving along the road.,native,400,400,61.2,1024,1,1.0,1,0.0,304.6,45 42 56 57
371,0000327_00801_d_0000715,The red cars driving along the road.,bicubic,400,400,61.2,1024,1,0.75,1,0.0,651.7,45 42 57 57
371,0000327_00801_d_0000715,The red cars driving along the road.,lanczos,400,400,61.2,1024,1,0.75,1,0.0,654.1,45 42 57 57
371,0000327_00801_d_0000715,The red cars driving along the road.,swin2sr,400,400,61.2,1024,1,0.75,1,1388.2,625.5,45 42 57 57
372,0000276_02001_d_0000517,The white cars are in the middle lane and left side of the road.,native,400,400,27.2,1024,1,0.75,1,0.0,302.1,46 46 53 53
372,0000276_02001_d_0000517,The white cars are in the middle lane and left side of the road.,bicubic,400,400,27.2,1024,1,1.0,1,0.0,626.9,46 47 53 53
372,0000276_02001_d_0000517,The white cars are in the middle lane and left side of the road.,lanczos,400,400,27.2,1024,1,1.0,1,0.0,630.1,46 47 53 53
372,0000276_02001_d_0000517,The white cars are in the middle lane and left side of the road.,swin2sr,400,400,27.2,1024,1,1.0,1,1370.0,637.3,46 47 53 53
373,0000333_03137_d_0000017,The red car travels on the main road.,native,400,400,45.9,1024,1,1.0,1,0.0,311.5,48 44 53 56
373,0000333_03137_d_0000017,The red car travels on the main road.,bicubic,400,400,45.9,1024,1,1.0,1,0.0,629.3,48 44 53 56
373,0000333_03137_d_0000017,The red car travels on the main road.,lanczos,400,400,45.9,1024,1,1.0,1,0.0,643.9,48 44 53 56
373,0000333_03137_d_0000017,The red car travels on the main road.,swin2sr,400,400,45.9,1024,1,1.0,1,1340.2,622.4,48 44 53 56
374,0000289_02601_d_0000824,The white cars drive down the center of the road.,native,400,400,45.9,1024,1,0.0,0,0.0,303.2,47 28 55 38
374,0000289_02601_d_0000824,The white cars drive down the center of the road.,bicubic,400,400,45.9,1024,1,1.0,1,0.0,632.5,46 44 54 56
374,0000289_02601_d_0000824,The white cars drive down the center of the road.,lanczos,400,400,45.9,1024,1,1.0,1,0.0,626.1,46 44 54 56
374,0000289_02601_d_0000824,The white cars drive down the center of the road.,swin2sr,400,400,45.9,1024,1,1.0,1,1321.5,673.8,46 44 54 56
375,0000277_04201_d_0000559,The blue cars are waiting at the crosswalk.,native,400,400,122.4,1024,1,0.875,1,0.0,326.5,34 45 65 58
375,0000277_04201_d_0000559,The blue cars are waiting at the crosswalk.,bicubic,400,400,122.4,1024,1,0.7079,1,0.0,647.7,33 44 65 59
375,0000277_04201_d_0000559,The blue cars are waiting at the crosswalk.,lanczos,400,400,122.4,1024,1,0.7079,1,0.0,633.4,33 44 65 59
375,0000277_04201_d_0000559,The blue cars are waiting at the crosswalk.,swin2sr,400,400,122.4,1024,1,0.875,1,1353.6,629.0,34 44 65 58
